customer_id,first_name,last_name,email,age,gender,city,registration_date,loyalty_tier,email_opt_in,lifetime_orders
C00174,Joseph,Moore,customer174@email.com,64,M,Baltimore,2023-02-18,Silver,True,0
C00175,Olivia,Davis,customer175@email.com,71,F,Minneapolis,2023-01-24,Bronze,False,0
C00176,John,Anderson,customer176@email.com,40,M,Tulsa,2021-09-27,Silver,True,0
C00177,Isabella,Jackson,customer177@email.com,69,Other,Boston,2021-08-03,Bronze,False,0
C00178,Robert,Miller,customer178@email.com,57,M,Minneapolis,2021-06-19,Silver,False,0
C00179,Liam,Moore,customer179@email.com,35,M,New York,2022-06-30,New,False,0
C00180,William,Thomas,customer180@email.com,54,Other,Milwaukee,2021-10-24,Gold,True,0
C00181,Jessica,Johnson,customer181@email.com,68,F,Dallas,2023-02-08,Silver,True,0
C00182,Robert,Davis,customer182@email.com,73,M,St. Louis,2022-12-20,Gold,False,0
C00183,Sophia,Perez,customer183@email.com,33,F,Los Angeles,2023-04-29,New,True,0
C00184,William,Lee,customer184@email.com,58,F,Philadelphia,2022-08-15,New,False,0
C00185,Sophia,Williams,customer185@email.com,58,F,San Francisco,2021-03-19,Silver,False,0
C00186,Susan,Anderson,customer186@email.com,74,F,New York,2022-12-13,Bronze,True,0
C00187,Isabella,Williams,customer187@email.com,67,Other,Newark,2023-06-09,New,False,0
C00188,Sarah,Gonzalez,customer188@email.com,22,M,Baltimore,2023-05-21,Bronze,True,0
C00189,David,Martinez,customer189@email.com,35,F,Seattle,2022-05-22,Bronze,True,0
C00190,Karen,Hernandez,customer190@email.com,72,Other,Tulsa,2022-08-03,Silver,True,0
C00191,Olivia,Anderson,customer191@email.com,24,M,Milwaukee,2021-02-17,Gold,True,0
C00192,James,Wilson,customer192@email.com,47,M,St. Louis,2022-03-28,New,True,0
C00193,Jennifer,Rodriguez,customer193@email.com,37,M,Dallas,2022-10-28,New,False,0
C00194,Susan,Perez,customer194@email.com,23,Other,Houston,2021-09-14,Bronze,True,0
C00195,Barbara,Thompson,customer195@email.com,58,M,Baltimore,2022-02-10,Silver,True,0
C00196,James,Miller,customer196@email.com,24,F,Detroit,2022-12-22,Silver,True,0
C00197,Thomas,Perez,customer197@email.com,32,F,Chicago,2022-08-31,Bronze,True,0
C00198,Patricia,Wilson,customer198@email.com,39,Other,Indianapolis,2022-12-14,New,False,0
C00199,Richard,Williams,customer199@email.com,32,Other,Milwaukee,2021-03-14,New,True,0
C00200,Barbara,Jones,customer200@email.com,41,F,Tulsa,2021-11-17,Bronze,True,0
C00201,Robert,Williams,customer201@email.com,61,Other,Portland,2022-10-19,Bronze,True,0
C00202,Jennifer,Anderson,customer202@email.com,59,F,Omaha,2022-09-17,Gold,True,0
C00203,Robert,Wilson,customer203@email.com,65,Other,Kansas City,2022-10-06,Silver,False,0
C00204,John,Brown,customer204@email.com,31,M,Tulsa,2023-05-31,New,True,0
C00205,Richard,Lopez,customer205@email.com,64,F,New York,2022-08-27,Bronze,True,0
C00206,Olivia,Williams,customer206@email.com,35,M,Seattle,2021-09-11,Gold,False,0
C00207,James,Perez,customer207@email.com,62,F,Atlanta,2023-03-09,Gold,True,0
C00208,Barbara,Lee,customer208@email.com,43,M,Miami,2023-02-05,Bronze,False,0
C00209,Linda,Taylor,customer209@email.com,25,Other,Denver,2022-01-31,Gold,True,0
C00210,James,Lopez,customer210@email.com,74,F,Indianapolis,2022-06-25,Silver,False,0
C00211,Emma,Wilson,customer211@email.com,71,F,Seattle,2023-06-01,Bronze,True,0
C00212,Sophia,Williams,customer212@email.com,48,M,Portland,2023-02-21,Bronze,True,0
C00213,Michael,Johnson,customer213@email.com,34,M,Philadelphia,2021-01-15,Bronze,False,0
C00214,Thomas,Wilson,customer214@email.com,63,F,St. Louis,2022-10-06,Silver,False,0
C00215,Sarah,Moore,customer215@email.com,58,Other,Indianapolis,2021-03-26,Bronze,False,0
C00216,John,Thomas,customer216@email.com,37,M,Indianapolis,2021-03-27,Silver,False,0
C00217,Olivia,Lee,customer217@email.com,55,Other,Dallas,2022-02-05,Silver,True,0
C00218,Jessica,Davis,customer218@email.com,62,M,Miami,2021-11-14,Bronze,True,0
C00219,Joseph,Martin,customer219@email.com,25,Other,Minneapolis,2022-03-21,Bronze,False,0
C00220,Noah,Garcia,customer220@email.com,65,M,Chicago,2022-11-14,New,True,0
C00221,Jennifer,Taylor,customer221@email.com,18,F,San Francisco,2022-12-20,Bronze,False,0
C00222,Robert,Rodriguez,customer222@email.com,41,Other,Milwaukee,2021-06-20,Bronze,True,0
C00223,Jessica,Rodriguez,customer223@email.com,69,Other,Detroit,2021-12-10,Gold,False,0
C00224,Olivia,Williams,customer224@email.com,54,F,Newark,2022-12-31,Silver,False,0
C00225,Emma,Garcia,customer225@email.com,49,F,Houston,2021-02-26,Silver,False,0
C00226,Emma,Perez,customer226@email.com,24,Other,Milwaukee,2023-03-03,Silver,True,0
C00227,James,Johnson,customer227@email.com,50,M,Miami,2023-01-29,New,True,0
C00228,Richard,Jones,customer228@email.com,41,M,Minneapolis,2022-04-29,Silver,False,0
C00229,Linda,Wilson,customer229@email.com,38,Other,New York,2021-08-18,New,False,0
C00230,Emma,Lopez,customer230@email.com,22,M,San Francisco,2023-04-26,Bronze,True,0
C00231,Thomas,Johnson,customer231@email.com,32,F,Detroit,2021-07-03,Bronze,False,0
C00232,Sophia,Martinez,customer232@email.com,36,F,Detroit,2023-06-06,Bronze,False,0
C00233,Michael,Martinez,customer233@email.com,41,Other,Nashville,2021-01-09,Bronze,True,0
C00234,Emma,Taylor,customer234@email.com,41,M,Omaha,2022-04-21,Bronze,True,0
C00235,Jessica,Smith,customer235@email.com,18,M,Seattle,2021-06-04,Silver,False,0
C00236,Ava,Smith,customer236@email.com,71,F,Chicago,2022-10-14,Bronze,False,0
C00237,Isabella,Martinez,customer237@email.com,65,M,Atlanta,2023-05-20,Silver,True,0
C00238,Mary,Jones,customer238@email.com,49,Other,New Orleans,2022-03-06,Gold,True,0
C00239,Thomas,Wilson,customer239@email.com,32,Other,Boston,2021-02-14,Bronze,False,0
C00240,Emma,Brown,customer240@email.com,23,Other,Indianapolis,2023-02-05,Silver,False,0
C00241,Emma,Johnson,customer241@email.com,55,F,Kansas City,2021-03-18,New,True,0
C00242,William,Hernandez,customer242@email.com,36,F,St. Louis,2021-08-31,New,False,0
C00243,William,Davis,customer243@email.com,46,M,Atlanta,2021-11-22,New,True,0
C00244,Emma,Brown,customer244@email.com,67,M,Milwaukee,2023-03-10,Silver,True,0
C00245,David,Wilson,customer245@email.com,47,M,Seattle,2022-04-06,Gold,False,0
C00246,Joseph,Martinez,customer246@email.com,31,F,New Orleans,2023-02-28,New,True,0
C00247,Noah,Martinez,customer247@email.com,28,Other,St. Louis,2021-04-03,Silver,True,0
C00248,David,Jones,customer248@email.com,71,M,St. Louis,2021-08-09,New,True,0
C00249,Thomas,Johnson,customer249@email.com,43,Other,Nashville,2021-12-31,New,False,0
C00250,James,Gonzalez,customer250@email.com,29,F,Seattle,2023-04-20,New,True,0
C00251,Patricia,Jones,customer251@email.com,47,M,Chicago,2021-04-07,Silver,True,0
C00252,Linda,Jones,customer252@email.com,67,M,Philadelphia,2023-05-01,Silver,False,0
C00253,Olivia,Williams,customer253@email.com,58,Other,Portland,2022-12-04,New,False,0
C00254,James,Williams,customer254@email.com,22,M,Dallas,2023-04-13,Silver,False,0
C00255,John,Hernandez,customer255@email.com,26,M,Minneapolis,2023-04-09,Silver,False,0
C00256,Emma,Wilson,customer256@email.com,28,Other,Philadelphia,2021-02-21,Bronze,False,0
C00257,Noah,Wilson,customer257@email.com,42,M,Boston,2021-01-31,New,True,0
C00258,William,Anderson,customer258@email.com,35,M,Minneapolis,2021-07-11,Bronze,True,0
C00259,Karen,Wilson,customer259@email.com,36,Other,Los Angeles,2022-10-25,Bronze,True,0
C00260,Richard,Jones,customer260@email.com,35,F,Atlanta,2021-03-31,Gold,True,0
C00261,Sarah,Smith,customer261@email.com,69,F,St. Louis,2022-10-08,Bronze,False,0
C00262,Karen,Lopez,customer262@email.com,52,Other,San Francisco,2022-05-07,New,False,0
C00263,Jennifer,Smith,customer263@email.com,35,F,Denver,2022-02-02,Gold,True,0
C00264,Sophia,Rodriguez,customer264@email.com,75,M,Los Angeles,2021-01-31,Bronze,False,0
C00265,Linda,Garcia,customer265@email.com,55,M,Miami,2023-02-25,New,True,0
C00266,Isabella,Johnson,customer266@email.com,52,M,Portland,2021-09-30,Bronze,False,0
C00267,Jennifer,Garcia,customer267@email.com,71,M,Portland,2021-12-30,Bronze,False,0
C00268,Ava,Lopez,customer268@email.com,65,Other,Chicago,2023-04-06,Bronze,False,0
C00269,Robert,Jackson,customer269@email.com,54,M,Los Angeles,2022-08-05,Silver,False,0
C00270,Mary,Williams,customer270@email.com,49,M,Miami,2021-06-29,Silver,True,0
C00271,Karen,Smith,customer271@email.com,51,F,Denver,2021-01-21,New,True,0
C00272,David,Thompson,customer272@email.com,26,M,New York,2023-04-06,New,True,0
C00273,Emma,Thompson,customer273@email.com,27,M,Tulsa,2021-01-23,New,True,0
C00274,Susan,Williams,customer274@email.com,51,F,St. Louis,2023-05-17,New,False,0
C00275,David,Martinez,customer275@email.com,24,F,Indianapolis,2022-08-24,Bronze,True,0
C00276,Olivia,Taylor,customer276@email.com,45,Other,New York,2023-01-20,Bronze,True,0
C00277,Ava,Martin,customer277@email.com,53,F,Miami,2022-12-26,Bronze,True,0
C00278,Isabella,Thompson,customer278@email.com,37,F,Indianapolis,2022-01-23,Bronze,True,0
C00279,Ava,Jackson,customer279@email.com,18,F,Tulsa,2023-01-17,Bronze,True,0
C00280,David,Martin,customer280@email.com,56,M,Dallas,2021-07-06,Bronze,True,0
C00281,David,Williams,customer281@email.com,27,M,Boston,2022-05-24,New,False,0
C00282,John,Thompson,customer282@email.com,58,Other,Dallas,2021-06-21,Silver,False,0
C00283,William,Miller,customer283@email.com,18,M,St. Louis,2022-04-03,Silver,True,0
C00284,Patricia,Smith,customer284@email.com,34,M,Philadelphia,2021-12-25,Gold,False,0
C00285,Jennifer,Wilson,customer285@email.com,44,F,Philadelphia,2023-01-21,Bronze,False,0
C00286,Patricia,Taylor,customer286@email.com,42,Other,Dallas,2022-07-14,Gold,True,0
C00287,John,Johnson,customer287@email.com,46,F,Chicago,2021-06-16,Bronze,False,0
C00288,John,Hernandez,customer288@email.com,24,M,Philadelphia,2021-09-25,Bronze,True,0
C00289,Sarah,Williams,customer289@email.com,22,F,Denver,2023-01-20,Silver,False,0
C00290,Jessica,Lee,customer290@email.com,19,M,Denver,2022-12-23,Bronze,False,0
C00291,Patricia,Hernandez,customer291@email.com,21,M,Atlanta,2021-06-10,Gold,False,0
C00292,Isabella,Moore,customer292@email.com,53,F,Kansas City,2022-12-15,Gold,False,0
C00293,Patricia,Johnson,customer293@email.com,33,F,Portland,2021-11-01,New,False,0
C00294,Susan,Smith,customer294@email.com,21,F,Detroit,2021-06-07,Silver,False,0
C00295,Olivia,Martin,customer295@email.com,60,F,Atlanta,2023-04-24,Gold,True,0
C00296,Jennifer,Lee,customer296@email.com,31,F,Detroit,2021-01-27,Bronze,False,0
C00297,Barbara,Gonzalez,customer297@email.com,25,F,Los Angeles,2023-05-15,Bronze,False,0
C00298,Sarah,Gonzalez,customer298@email.com,59,M,Boston,2021-04-04,Silver,False,0
C00299,Joseph,Johnson,customer299@email.com,29,F,Newark,2022-01-14,Bronze,False,0
C00300,William,Jackson,customer300@email.com,32,M,Indianapolis,2021-09-27,Gold,True,0
C00301,Susan,Moore,customer301@email.com,60,F,Tulsa,2021-03-29,Gold,True,0
C00302,Richard,Thomas,customer302@email.com,21,F,Seattle,2022-07-21,Bronze,False,0
C00303,Linda,Taylor,customer303@email.com,74,F,Detroit,2022-08-10,Bronze,False,0
C00304,Mary,Thomas,customer304@email.com,63,Other,San Francisco,2023-05-25,Bronze,True,0
C00305,Joseph,Garcia,customer305@email.com,66,M,Atlanta,2021-05-04,Bronze,True,0
